CMDLINE /usr/bin/python3 transfer_attacks.py
MEM 20736.820312 1619101159.4600
MEM 20736.941406 1619101159.5822
MEM 20736.941406 1619101159.6978
MEM 20736.921875 1619101159.8181
MEM 20736.921875 1619101159.9428
MEM 20736.921875 1619101160.0637
MEM 20736.925781 1619101160.1851
MEM 20736.925781 1619101160.3039
MEM 20736.925781 1619101160.4212
MEM 20736.929688 1619101160.5397
MEM 20736.929688 1619101160.6573
MEM 20736.914062 1619101160.7742
MEM 20736.914062 1619101160.8961
MEM 20736.917969 1619101161.0206
MEM 20736.917969 1619101161.1389
MEM 20736.917969 1619101161.2619
MEM 20736.917969 1619101161.3778
MEM 20736.941406 1619101161.4954
MEM 20736.941406 1619101161.6120
MEM 20736.941406 1619101161.7293
MEM 20736.941406 1619101161.8461
MEM 20736.964844 1619101161.9628
MEM 20736.964844 1619101162.0808
MEM 20736.964844 1619101162.2006
MEM 20737.074219 1619101162.3197
MEM 20737.085938 1619101162.4371
MEM 20737.085938 1619101162.5528
MEM 20737.085938 1619101162.6707
MEM 20737.089844 1619101162.7901
MEM 20737.089844 1619101162.9076
MEM 20737.089844 1619101163.0244
MEM 20737.101562 1619101163.1416
MEM 20737.101562 1619101163.2598
MEM 20737.101562 1619101163.3763
MEM 20737.125000 1619101163.4979
MEM 20737.675781 1619101163.6197
MEM 20737.675781 1619101163.7341
MEM 20737.679688 1619101163.8554
MEM 20737.679688 1619101163.9737
MEM 20737.679688 1619101164.0935
MEM 20737.679688 1619101164.2090
MEM 20737.679688 1619101164.3314
MEM 20737.679688 1619101164.4474
MEM 20737.679688 1619101164.5643
MEM 20737.679688 1619101164.6841
MEM 20737.781250 1619101164.8064
MEM 20737.781250 1619101164.9239
MEM 20737.781250 1619101165.0460
MEM 20737.781250 1619101165.1635
MEM 20737.781250 1619101165.2796
MEM 20737.781250 1619101165.3981
MEM 20737.781250 1619101165.5176
MEM 20737.781250 1619101165.6387
MEM 20737.804688 1619101165.7573
MEM 20737.804688 1619101165.8741
MEM 20737.804688 1619101165.9914
MEM 20737.804688 1619101166.1075
MEM 20737.804688 1619101166.2242
MEM 20737.804688 1619101166.3424
MEM 20737.804688 1619101166.4602
MEM 20737.804688 1619101166.5774
MEM 20737.804688 1619101166.6950
MEM 20737.804688 1619101166.8140
MEM 20737.804688 1619101166.9305
MEM 20737.804688 1619101167.0478
MEM 20737.804688 1619101167.1665
MEM 20737.804688 1619101167.2840
MEM 20737.804688 1619101167.4030
MEM 20737.804688 1619101167.5209
MEM 20737.804688 1619101167.6374
MEM 20737.804688 1619101167.7539
MEM 20737.804688 1619101167.8717
MEM 20737.804688 1619101167.9925
MEM 20737.804688 1619101168.1121
MEM 20737.804688 1619101168.2292
MEM 20737.804688 1619101168.3478
MEM 20737.804688 1619101168.4611
MEM 20737.804688 1619101168.5782
MEM 20737.804688 1619101168.6937
MEM 20737.804688 1619101168.8079
MEM 20737.804688 1619101168.9270
MEM 20737.804688 1619101169.0441
MEM 20737.804688 1619101169.1644
MEM 20737.804688 1619101169.2801
MEM 20737.804688 1619101169.4019
MEM 20737.804688 1619101169.5206
MEM 20737.804688 1619101169.6360
MEM 20737.804688 1619101169.7580
MEM 20737.804688 1619101169.8790
MEM 20737.804688 1619101169.9960
MEM 20737.804688 1619101170.1134
MEM 20737.988281 1619101170.2336
MEM 2718.000000 1619101170.3497
MEM 2718.105469 1619101170.4698
MEM 7242.800781 1619101170.5850
MEM 11771.496094 1619101170.7036
MEM 18561.539062 1619101170.8259
MEM 20915.492188 1619101170.9521
MEM 20915.265625 1619101171.0775
MEM 20915.265625 1619101171.1993
MEM 20915.265625 1619101171.3198
MEM 20915.265625 1619101171.4468
MEM 20915.265625 1619101171.5695
MEM 20915.265625 1619101171.6944
MEM 20915.265625 1619101171.8136
MEM 20915.265625 1619101171.9318
MEM 20915.265625 1619101172.0512
MEM 20915.265625 1619101172.1682
MEM 20915.265625 1619101172.2874
MEM 20915.265625 1619101172.4067
MEM 20915.269531 1619101172.5225
MEM 20915.269531 1619101172.6405
MEM 20915.269531 1619101172.7580
MEM 20915.269531 1619101172.8750
MEM 20915.269531 1619101172.9995
MEM 20915.269531 1619101173.1215
MEM 20915.269531 1619101173.2433
MEM 20915.269531 1619101173.3643
MEM 20915.269531 1619101173.4799
MEM 20915.269531 1619101173.6008
MEM 20915.269531 1619101173.7161
MEM 20915.269531 1619101173.8384
MEM 20915.269531 1619101173.9523
MEM 20915.269531 1619101174.0705
MEM 20915.269531 1619101174.1892
MEM 20915.269531 1619101174.3116
MEM 20915.269531 1619101174.4270
MEM 20915.269531 1619101174.5436
MEM 20915.269531 1619101174.6601
MEM 20915.269531 1619101174.7805
MEM 20915.269531 1619101174.9007
MEM 20915.269531 1619101175.0194
MEM 20915.273438 1619101175.1376
MEM 20915.273438 1619101175.2552
MEM 20915.273438 1619101175.3801
MEM 20915.273438 1619101175.4952
MEM 20915.273438 1619101175.6176
MEM 20915.273438 1619101175.7391
MEM 20915.273438 1619101175.8610
MEM 20915.281250 1619101175.9818
MEM 20915.281250 1619101176.1016
MEM 20915.281250 1619101176.2228
MEM 20915.281250 1619101176.3416
MEM 20915.281250 1619101176.4597
MEM 20915.281250 1619101176.5797
MEM 20915.304688 1619101176.6988
MEM 20915.281250 1619101176.8212
MEM 20915.281250 1619101176.9384
MEM 20915.289062 1619101177.0618
MEM 20915.289062 1619101177.1842
MEM 20915.289062 1619101177.3007
MEM 20915.289062 1619101177.4187
MEM 20915.289062 1619101177.5354
MEM 20915.289062 1619101177.6564
MEM 20915.289062 1619101177.7718
MEM 20915.289062 1619101177.8880
MEM 20915.289062 1619101178.0070
MEM 20915.289062 1619101178.1241
MEM 20915.289062 1619101178.2412
MEM 20915.289062 1619101178.3594
MEM 20915.289062 1619101178.4756
MEM 20915.289062 1619101178.5951
MEM 20915.289062 1619101178.7124
MEM 20915.289062 1619101178.8331
MEM 20915.289062 1619101178.9514
MEM 20915.289062 1619101179.0700
MEM 20915.320312 1619101179.1920
MEM 20915.320312 1619101179.3082
MEM 20915.332031 1619101179.4271
MEM 20915.332031 1619101179.5441
MEM 20915.343750 1619101179.6607
MEM 20915.343750 1619101179.7786
MEM 20915.343750 1619101179.8912
MEM 20915.343750 1619101180.0086
MEM 20915.343750 1619101180.1254
MEM 20915.343750 1619101180.2413
MEM 20915.343750 1619101180.3574
MEM 20915.347656 1619101180.4745
MEM 20915.347656 1619101180.5906
MEM 20915.351562 1619101180.7101
MEM 20915.351562 1619101180.8262
MEM 20915.351562 1619101180.9442
MEM 20915.351562 1619101181.0619
MEM 20915.351562 1619101181.1804
MEM 20915.351562 1619101181.2982
MEM 20915.351562 1619101181.4169
MEM 20915.351562 1619101181.5349
MEM 20915.351562 1619101181.6505
MEM 20915.351562 1619101181.7701
MEM 20915.351562 1619101181.8874
MEM 20915.351562 1619101182.0059
MEM 20915.351562 1619101182.1236
MEM 20915.351562 1619101182.2438
MEM 20915.351562 1619101182.3636
MEM 20915.351562 1619101182.4836
MEM 20915.351562 1619101182.6021
MEM 20915.351562 1619101182.7204
MEM 20915.351562 1619101182.8388
MEM 20915.351562 1619101182.9587
MEM 20915.351562 1619101183.0785
MEM 20915.351562 1619101183.1966
MEM 20915.351562 1619101183.3144
MEM 20915.351562 1619101183.4312
MEM 20915.351562 1619101183.5480
MEM 20915.351562 1619101183.6694
MEM 20915.351562 1619101183.7878
MEM 20915.351562 1619101183.9046
MEM 20915.351562 1619101184.0200
MEM 20915.351562 1619101184.1412
MEM 20915.351562 1619101184.2584
MEM 20915.351562 1619101184.3818
MEM 20915.351562 1619101184.5015
MEM 20915.351562 1619101184.6217
MEM 20915.351562 1619101184.7424
MEM 20915.351562 1619101184.8611
MEM 20915.351562 1619101184.9780
MEM 20915.375000 1619101185.0945
MEM 20915.375000 1619101185.2135
MEM 20915.375000 1619101185.3308
MEM 20915.375000 1619101185.4467
MEM 20915.375000 1619101185.5619
MEM 20915.375000 1619101185.6783
MEM 20915.375000 1619101185.7959
MEM 20915.375000 1619101185.9126
MEM 20915.375000 1619101186.0316
MEM 20915.375000 1619101186.1491
MEM 20915.375000 1619101186.2668
MEM 20915.375000 1619101186.3867
MEM 20915.375000 1619101186.5036
MEM 20915.375000 1619101186.6263
MEM 20915.375000 1619101186.7387
MEM 2718.316406 1619101186.8573
MEM 2718.238281 1619101186.9775
MEM 7245.199219 1619101187.0951
MEM 11772.160156 1619101187.2194
MEM 18560.601562 1619101187.3429
MEM 20915.355469 1619101187.4634
MEM 20918.121094 1619101187.5847
MEM 20918.121094 1619101187.7093
MEM 20918.531250 1619101187.8257
MEM 20918.535156 1619101187.9431
MEM 20918.535156 1619101188.0582
MEM 20918.535156 1619101188.1762
MEM 20918.535156 1619101188.2925
MEM 20918.539062 1619101188.4098
MEM 20918.539062 1619101188.5263
MEM 20918.539062 1619101188.6399
MEM 20918.539062 1619101188.7565
MEM 20918.539062 1619101188.8753
MEM 20918.539062 1619101188.9928
MEM 20918.539062 1619101189.1106
MEM 20918.539062 1619101189.2264
MEM 20918.539062 1619101189.3417
MEM 20918.539062 1619101189.4651
MEM 20918.539062 1619101189.5833
MEM 20918.539062 1619101189.6999
MEM 20918.539062 1619101189.8202
MEM 20918.539062 1619101189.9431
MEM 20918.539062 1619101190.0631
MEM 20918.539062 1619101190.1841
MEM 20918.542969 1619101190.3047
MEM 20918.542969 1619101190.4233
MEM 20918.542969 1619101190.5419
MEM 20918.542969 1619101190.6590
MEM 20918.542969 1619101190.7760
MEM 20918.542969 1619101190.8966
MEM 20918.542969 1619101191.0188
MEM 20918.542969 1619101191.1387
MEM 20918.542969 1619101191.2610
MEM 20918.542969 1619101191.3801
MEM 20918.542969 1619101191.5008
MEM 20918.542969 1619101191.6226
MEM 20918.542969 1619101191.7416
MEM 20918.542969 1619101191.8591
MEM 20918.542969 1619101191.9751
MEM 20918.542969 1619101192.0955
MEM 20918.542969 1619101192.2166
MEM 20918.542969 1619101192.3382
MEM 20918.542969 1619101192.4607
MEM 20918.542969 1619101192.5799
MEM 20918.550781 1619101192.6985
MEM 20918.550781 1619101192.8181
MEM 20918.550781 1619101192.9345
MEM 20918.554688 1619101193.0530
MEM 20918.554688 1619101193.1696
MEM 20918.554688 1619101193.2888
MEM 20918.554688 1619101193.4109
MEM 20918.554688 1619101193.5311
MEM 20918.554688 1619101193.6494
MEM 20918.554688 1619101193.7690
MEM 20918.554688 1619101193.8899
MEM 20918.554688 1619101194.0054
MEM 20918.554688 1619101194.1239
MEM 20918.554688 1619101194.2406
MEM 20918.554688 1619101194.3540
MEM 20918.574219 1619101194.4712
MEM 20918.574219 1619101194.5883
MEM 20918.574219 1619101194.7089
MEM 20918.574219 1619101194.8304
MEM 20918.574219 1619101194.9498
MEM 20918.574219 1619101195.0684
MEM 20918.574219 1619101195.1908
MEM 20918.574219 1619101195.3099
MEM 20918.605469 1619101195.4299
MEM 20918.625000 1619101195.5423
MEM 20918.625000 1619101195.6579
MEM 20918.625000 1619101195.7769
MEM 20918.699219 1619101195.8958
MEM 20918.699219 1619101196.0125
MEM 20918.835938 1619101196.1309
MEM 20918.835938 1619101196.2535
MEM 20918.847656 1619101196.3717
MEM 20918.847656 1619101196.4866
MEM 20918.847656 1619101196.6063
MEM 20918.847656 1619101196.7251
MEM 20918.847656 1619101196.8423
MEM 20918.847656 1619101196.9604
MEM 20918.847656 1619101197.0734
MEM 20918.847656 1619101197.1919
MEM 20918.847656 1619101197.3096
MEM 20918.847656 1619101197.4304
MEM 20918.847656 1619101197.5499
MEM 20919.105469 1619101197.6705
MEM 20919.105469 1619101197.7862
MEM 20919.105469 1619101197.9035
MEM 20919.105469 1619101198.0186
MEM 20919.105469 1619101198.1377
MEM 20919.105469 1619101198.2571
MEM 20919.105469 1619101198.3764
MEM 20919.105469 1619101198.4934
MEM 20919.105469 1619101198.6131
MEM 20919.105469 1619101198.7308
MEM 20919.105469 1619101198.8468
MEM 20919.105469 1619101198.9632
MEM 20919.105469 1619101199.0797
MEM 20919.105469 1619101199.1977
MEM 20919.363281 1619101199.3169
MEM 20919.363281 1619101199.4311
MEM 20921.843750 1619101199.5466
MEM 20925.449219 1619101199.6612
MEM 20929.054688 1619101199.7786
MEM 20932.660156 1619101199.8943
MEM 20936.527344 1619101200.0126
MEM 20940.132812 1619101200.1294
MEM 20943.484375 1619101200.2502
MEM 20947.093750 1619101200.3663
MEM 20950.960938 1619101200.4832
MEM 20954.570312 1619101200.5997
MEM 20958.179688 1619101200.7180
MEM 20961.785156 1619101200.8337
MEM 20964.980469 1619101200.9549
MEM 20968.757812 1619101201.0732
MEM 20972.949219 1619101201.1905
MEM 20976.324219 1619101201.3061
MEM 20980.152344 1619101201.4264
MEM 20985.027344 1619101201.5464
MEM 20988.875000 1619101201.6629
MEM 20992.687500 1619101201.7805
MEM 20995.832031 1619101201.8980
MEM 20998.343750 1619101202.0150
MEM 21001.945312 1619101202.1328
MEM 21005.015625 1619101202.2513
MEM 21009.191406 1619101202.3656
MEM 21012.808594 1619101202.4865
MEM 21015.886719 1619101202.6040
MEM 21019.929688 1619101202.7223
MEM 21023.621094 1619101202.8467
MEM 21027.347656 1619101202.9700
MEM 21030.292969 1619101203.0932
MEM 21034.464844 1619101203.2139
MEM 21036.437500 1619101203.3324
MEM 21040.031250 1619101203.4525
MEM 21043.582031 1619101203.5747
MEM 21047.210938 1619101203.6918
MEM 21050.261719 1619101203.8096
MEM 21054.464844 1619101203.9259
MEM 21058.167969 1619101204.0406
MEM 21061.265625 1619101204.1588
MEM 21063.785156 1619101204.2786
MEM 21067.574219 1619101204.3961
MEM 21070.757812 1619101204.5157
MEM 21072.980469 1619101204.6340
MEM 21076.429688 1619101204.7523
MEM 21080.035156 1619101204.8748
MEM 21083.679688 1619101204.9961
MEM 21087.179688 1619101205.1187
MEM 21090.851562 1619101205.2393
MEM 21094.363281 1619101205.3559
MEM 21098.042969 1619101205.4720
MEM 21101.000000 1619101205.5933
MEM 21105.191406 1619101205.7106
MEM 21106.996094 1619101205.8316
MEM 21110.527344 1619101205.9456
MEM 21113.027344 1619101206.0602
MEM 21116.042969 1619101206.1767
MEM 21119.937500 1619101206.2960
MEM 21123.468750 1619101206.4168
MEM 21127.113281 1619101206.5345
MEM 21130.753906 1619101206.6576
MEM 21134.414062 1619101206.7779
MEM 21137.929688 1619101206.9006
MEM 21141.601562 1619101207.0189
MEM 21145.109375 1619101207.1387
MEM 21146.960938 1619101207.2620
MEM 21150.496094 1619101207.3815
MEM 21154.347656 1619101207.4989
MEM 21157.343750 1619101207.6155
MEM 21159.843750 1619101207.7318
MEM 21163.359375 1619101207.8563
MEM 21167.015625 1619101207.9794
MEM 21170.546875 1619101208.1010
MEM 21174.187500 1619101208.2202
MEM 21177.406250 1619101208.3363
MEM 21180.359375 1619101208.4546
MEM 21183.410156 1619101208.5689
MEM 21187.050781 1619101208.6862
MEM 21190.582031 1619101208.8028
MEM 21194.222656 1619101208.9238
MEM 21197.492188 1619101209.0423
MEM 21200.468750 1619101209.1636
MEM 21204.621094 1619101209.2787
MEM 21208.261719 1619101209.3938
MEM 21212.414062 1619101209.5094
MEM 21215.273438 1619101209.6337
MEM 21217.933594 1619101209.7506
MEM 21220.390625 1619101209.8697
MEM 21223.460938 1619101209.9905
MEM 21227.046875 1619101210.1116
MEM 21230.566406 1619101210.2335
MEM 21233.710938 1619101210.3570
MEM 21236.734375 1619101210.4749
MEM 21240.554688 1619101210.5931
MEM 21243.371094 1619101210.7094
MEM 21246.878906 1619101210.8314
MEM 21249.890625 1619101210.9538
MEM 21252.425781 1619101211.0710
MEM 21254.316406 1619101211.1914
MEM 21257.867188 1619101211.3081
MEM 21261.414062 1619101211.4244
MEM 21264.460938 1619101211.5414
MEM 21267.343750 1619101211.6599
MEM 21270.519531 1619101211.7856
MEM 21273.886719 1619101211.9088
MEM 21276.960938 1619101212.0286
MEM 21279.734375 1619101212.1480
MEM 21283.246094 1619101212.2719
MEM 21286.292969 1619101212.3874
MEM 21288.953125 1619101212.5068
MEM 21292.300781 1619101212.6268
MEM 21295.277344 1619101212.7415
MEM 21298.164062 1619101212.8599
MEM 21302.503906 1619101212.9770
MEM 21304.429688 1619101213.0933
MEM 21308.589844 1619101213.2104
MEM 21312.328125 1619101213.3308
MEM 21315.261719 1619101213.4492
MEM 21318.531250 1619101213.5696
MEM 21321.328125 1619101213.6900
MEM 21323.855469 1619101213.8078
MEM 21327.910156 1619101213.9241
MEM 21330.550781 1619101214.0425
MEM 21334.164062 1619101214.1558
MEM 21337.761719 1619101214.2744
MEM 21341.429688 1619101214.3896
MEM 21345.082031 1619101214.5044
MEM 21349.261719 1619101214.6190
MEM 21352.292969 1619101214.7426
MEM 21355.332031 1619101214.8658
MEM 21358.613281 1619101214.9828
MEM 21360.769531 1619101215.0994
MEM 21363.949219 1619101215.2163
MEM 21366.789062 1619101215.3339
MEM 21369.867188 1619101215.4489
MEM 21373.390625 1619101215.5654
MEM 21375.929688 1619101215.6896
MEM 21379.414062 1619101215.8123
MEM 21382.503906 1619101215.9308
MEM 21385.167969 1619101216.0454
MEM 21387.867188 1619101216.1670
MEM 21390.351562 1619101216.2845
MEM 21393.292969 1619101216.3978
MEM 21395.269531 1619101216.5147
MEM 21398.761719 1619101216.6397
MEM 21401.277344 1619101216.7592
MEM 21404.890625 1619101216.8807
MEM 21407.808594 1619101217.0005
MEM 21410.558594 1619101217.1249
MEM 21413.832031 1619101217.2443
MEM 21415.859375 1619101217.3648
MEM 21419.335938 1619101217.4896
MEM 21422.476562 1619101217.6129
MEM 21425.652344 1619101217.7347
MEM 21428.457031 1619101217.8527
MEM 21431.566406 1619101217.9690
MEM 21435.039062 1619101218.0886
MEM 21437.507812 1619101218.2102
MEM 21440.285156 1619101218.3344
MEM 21444.097656 1619101218.4513
MEM 21446.714844 1619101218.5696
MEM 21450.304688 1619101218.6880
MEM 21453.820312 1619101218.8053
MEM 21456.574219 1619101218.9195
MEM 21459.351562 1619101219.0331
MEM 21462.390625 1619101219.1535
MEM 21466.449219 1619101219.2712
MEM 21470.117188 1619101219.3915
MEM 21473.269531 1619101219.5089
MEM 21476.429688 1619101219.6276
MEM 21480.359375 1619101219.7463
MEM 21484.097656 1619101219.8661
MEM 21487.300781 1619101219.9866
MEM 21489.582031 1619101220.1068
MEM 21492.617188 1619101220.2249
MEM 21495.648438 1619101220.3389
MEM 21498.554688 1619101220.4568
MEM 21501.917969 1619101220.5735
MEM 21504.734375 1619101220.6931
MEM 21507.750000 1619101220.8130
MEM 21511.941406 1619101220.9330
MEM 21514.925781 1619101221.0498
MEM 21518.644531 1619101221.1712
MEM 21521.941406 1619101221.2930
MEM 21524.617188 1619101221.4112
MEM 21527.648438 1619101221.5276
FUNC adversarial_attacks.get_OSSA_attack_accuracy 2662.4844 1619101153.7212 2718.0781 1619101170.4083 0
FUNC adversarial_attacks.get_OSSA_attack_accuracy 2718.1055 1619101170.4202 2718.2383 1619101186.9470 0
FUNC adversarial_attacks.get_OSSA_attack_accuracy 2718.2383 1619101186.9595 3386.6719 1619101223.9088 0
MEM 21530.105469 1619101221.6424
MEM 21532.812500 1619101221.7605
MEM 21535.488281 1619101221.8825
MEM 21538.542969 1619101221.9963
MEM 21541.925781 1619101222.1111
MEM 21544.664062 1619101222.2334
MEM 21547.601562 1619101222.3542
MEM 21550.078125 1619101222.4754
MEM 21554.402344 1619101222.5906
MEM 21557.261719 1619101222.7042
MEM 21560.191406 1619101222.8234
MEM 21562.609375 1619101222.9402
MEM 21565.710938 1619101223.0663
MEM 21568.953125 1619101223.1886
MEM 21571.203125 1619101223.3085
MEM 21574.757812 1619101223.4324
MEM 21578.050781 1619101223.5555
MEM 21580.312500 1619101223.6758
MEM 21584.761719 1619101223.7994
MEM 3386.671875 1619101223.9209
MEM 3395.851562 1619101224.0459
MEM 3395.851562 1619101224.1670
MEM 3343.507812 1619101224.2897
MEM 3337.976562 1619101224.4130
MEM 0.000000 1619101224.5341
MEM 0.000000 1619101224.6561
MEM 0.000000 1619101224.7769
MEM 0.000000 1619101224.8991
MEM 0.000000 1619101225.0205
MEM 0.000000 1619101225.1414
MEM 0.000000 1619101225.2643
MEM 0.000000 1619101225.3886
MEM 0.000000 1619101225.5121
MEM 0.000000 1619101225.6354
MEM 0.000000 1619101225.7558
MEM 0.000000 1619101225.8728
MEM 0.000000 1619101225.9946
MEM 0.000000 1619101226.1119
MEM 0.000000 1619101226.2283
MEM 0.000000 1619101226.3462
MEM 0.000000 1619101226.4684
MEM 0.000000 1619101226.5949
MEM 0.000000 1619101226.7190
MEM 0.000000 1619101226.8428
MEM 0.000000 1619101226.9642
MEM 0.000000 1619101227.0843
MEM 0.000000 1619101227.2081
MEM 0.000000 1619101227.3312
