CMDLINE /usr/bin/python3 transfer_attacks.py
MEM 2710.785156 1619102733.1464
MEM 2710.785156 1619102733.2468
MEM 2710.785156 1619102733.3472
MEM 2710.785156 1619102733.4476
MEM 2710.785156 1619102733.5479
MEM 2710.785156 1619102733.6482
MEM 2710.785156 1619102733.7486
MEM 2710.785156 1619102733.8490
MEM 2710.785156 1619102733.9493
MEM 2710.785156 1619102734.0497
MEM 2710.785156 1619102734.1501
MEM 2710.785156 1619102734.2504
MEM 2710.785156 1619102734.3509
MEM 2710.785156 1619102734.4513
MEM 2710.785156 1619102734.5516
MEM 2710.785156 1619102734.6520
MEM 2710.785156 1619102734.7523
MEM 2710.785156 1619102734.8526
MEM 2710.785156 1619102734.9529
MEM 2710.785156 1619102735.0532
MEM 2710.785156 1619102735.1536
MEM 2710.785156 1619102735.2539
MEM 2710.785156 1619102735.3543
MEM 2710.785156 1619102735.4548
MEM 2710.785156 1619102735.5551
FUNC adversarial_attacks.get_max_eigenpair 2687.9570 1619102723.3743 2710.7852 1619102735.5680 1
FUNC adversarial_attacks.get_OSSA_attack_accuracy 2679.6484 1619102722.8993 2711.1836 1619102735.6911 0
